11,76,10,76,07,76,76,76,76,76,06,76,76,76,76,76,76,76,76,76,08,76,11,76,10,76,76,76,76,76,10,76,76,76,09,76,76,76,76,76,06,76,76,76,76,76,11,76,76,76,10
07,76,06,76,12,13,14,15,13,14,15,13,14,15,05,13,13,76,13,14,08,76,07,76,06,13,14,15,13,14,06,76,76,76,11,76,76,76,76,76,12,13,14,15,13,14,16,76,76,76,06
09,76,08,76,76,76,76,76,76,76,76,76,76,76,06,00,07,76,06,00,10,76,09,76,08,76,76,76,76,76,06,76,76,76,07,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,08
11,76,12,13,05,76,09,76,76,76,76,76,76,76,08,13,16,76,08,02,16,76,11,76,10,76,76,76,76,76,08,76,76,76,09,76,76,76,76,76,01,02,05,76,01,02,02,76,01,02,08
07,76,76,76,06,76,11,76,76,76,76,76,76,76,10,76,76,76,10,76,76,76,76,76,07,76,76,76,76,76,10,76,76,76,11,76,76,76,76,76,07,00,06,76,07,76,76,76,10,76,10
09,02,03,76,08,02,03,04,02,03,05,76,06,76,06,76,76,76,06,76,76,76,76,76,09,76,06,76,02,02,16,76,02,02,03,04,02,03,04,02,03,04,08,76,09,76,76,76,10,76,06
11,76,76,76,10,76,76,76,76,76,07,76,06,76,08,76,76,76,08,76,76,76,76,76,11,76,06,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,08,76,11,76,76,76,76,76,08
07,76,01,02,16,76,76,76,76,76,09,76,08,76,10,76,76,76,08,13,14,15,13,14,15,13,14,15,13,76,76,76,76,76,01,02,03,04,02,03,04,02,11,76,07,13,13,76,13,14,08
09,76,06,00,06,76,76,76,76,76,11,76,10,76,06,76,76,76,76,76,07,76,76,76,76,76,76,76,76,76,76,76,76,76,08,00,08,76,76,76,76,76,11,76,09,76,76,76,76,76,10
11,76,08,00,12,13,13,76,13,14,16,76,06,76,08,76,76,76,08,76,09,76,76,76,76,76,76,76,11,76,76,76,76,76,12,13,05,76,76,76,76,76,07,76,11,76,76,76,76,76,06
07,76,10,00,00,00,06,76,76,76,76,76,08,76,10,76,76,76,10,76,11,76,76,76,76,76,76,76,11,76,76,76,76,76,76,76,10,76,76,76,76,76,09,76,07,76,76,76,76,76,08
09,76,12,13,14,15,13,14,15,13,14,15,16,76,06,02,03,04,16,76,07,02,03,04,02,03,04,02,16,76,76,76,76,76,10,76,12,13,14,15,15,76,11,76,09,76,76,76,76,76,10
11,76,76,76,76,76,76,76,76,76,76,76,76,76,08,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,10,76,76,76,76,76,76,76,76,76,11,76,76,76,76,76,06
12,02,03,04,02,03,04,02,03,04,02,03,04,02,03,04,02,03,04,02,03,04,02,03,04,02,03,04,02,03,04,02,03,04,02,03,04,02,03,04,02,03,04,02,03,04,02,03,04,02,16
